owner,fish_id,gene,anat_label,plane,func_label,cell_key,stim_type,stim_class,block,stim_idx,response_mean_dff,response_mean_zdff,n_valid_points,n_total_points,fps
Matilde,L395_f11,pth2,15380,3,426,L395_f11|pth2|15380,RLB,bout,B2,22,0.002495313063263893,-0.7514144778251648,57,57,2.0
Matilde,L395_f11,pth2,15380,3,426,L395_f11|pth2|15380,LLB+RLB,bout,B2,23,0.06081738322973251,7.354306221008301,57,57,2.0
Matilde,L395_f11,pth2,15380,3,426,L395_f11|pth2|15380,LLB+RLB,bout,B2,24,0.061844151467084885,7.497008800506592,57,57,2.0
Matilde,L395_f11,pth2,15380,3,426,L395_f11|pth2|15380,LLC,continuous,B2,25,0.005589766427874565,-0.3213409185409546,57,57,2.0
Matilde,L395_f11,pth2,15380,3,426,L395_f11|pth2|15380,LLC+RLC,continuous,B2,26,0.0037369222845882177,-0.5788530111312866,57,57,2.0
Matilde,L395_f11,pth2,15380,3,426,L395_f11|pth2|15380,RLC,continuous,B2,28,0.003910731989890337,-0.5546966791152954,57,57,2.0
Matilde,L395_f11,pth2,15380,3,426,L395_f11|pth2|15380,LLB,bout,B2,30,0.06400115042924881,7.796792984008789,57,57,2.0
Matilde,L395_f11,pth2,15380,3,426,L395_f11|pth2|15380,RLB,bout,B2,31,0.005406493321061134,-0.3468126952648163,57,57,2.0
Matilde,L395_f11,pth2,15421,2,678,L395_f11|pth2|15421,RLC,continuous,B1,1,0.014590984210371971,-0.2896050810813904,57,57,2.0
Matilde,L395_f11,pth2,15421,2,678,L395_f11|pth2|15421,LLC,continuous,B1,2,0.027989333495497704,0.30863016843795776,57,57,2.0
Matilde,L395_f11,pth2,15421,2,678,L395_f11|pth2|15421,RLB,bout,B1,3,0.1992150843143463,7.953847885131836,57,57,2.0
Matilde,L395_f11,pth2,15421,2,678,L395_f11|pth2|15421,LLB,bout,B1,4,0.17935994267463684,7.06731653213501,57,57,2.0
Matilde,L395_f11,pth2,15421,2,678,L395_f11|pth2|15421,LLB+RLB,bout,B1,6,0.23378805816173553,9.497527122497559,57,57,2.0
Matilde,L395_f11,pth2,15421,2,678,L395_f11|pth2|15421,LLC+RLC,continuous,B1,7,0.02967778965830803,0.3840195834636688,57,57,2.0
Matilde,L395_f11,pth2,15421,2,678,L395_f11|pth2|15421,RLC,continuous,B1,9,0.010576030239462852,-0.46887239813804626,57,57,2.0
Matilde,L395_f11,pth2,15421,2,678,L395_f11|pth2|15421,LLB,bout,B1,10,0.07871384173631668,2.5734755992889404,57,57,2.0
Matilde,L395_f11,pth2,15421,2,678,L395_f11|pth2|15421,LLB+RLB,bout,B1,11,0.16407649219036102,6.384912967681885,57,57,2.0
Matilde,L395_f11,pth2,15421,2,678,L395_f11|pth2|15421,RLB,bout,B1,12,0.09631524235010147,3.359377145767212,57,57,2.0
Matilde,L395_f11,pth2,15421,2,678,L395_f11|pth2|15421,LLC,continuous,B1,13,0.025294223800301552,0.18829387426376343,57,57,2.0
Matilde,L395_f11,pth2,15421,2,678,L395_f11|pth2|15421,LLC+RLC,continuous,B1,14,0.016112249344587326,-0.2216806709766388,57,57,2.0
Matilde,L395_f11,pth2,15421,2,678,L395_f11|pth2|15421,LLC+RLC,continuous,B2,16,0.016064615920186043,-0.22380757331848145,57,57,2.0
